"country","state","name","latitude","longitude"
"United States","AL","Abanda",33.091627,-85.527029
"United States","AL","Abbeville",31.564689,-85.259124
"United States","AL","Adamsville",33.60575,-86.97465
"United States","AL","Addison",34.202681,-87.178004
"United States","AL","Akron",32.879495,-87.741679
"United States","AL","Alabaster",33.219442,-86.823907
"United States","AL","Albertville",34.26313,-86.21066
"United States","AL","Alexander",32.92724,-85.937122
"United States","AL","Alexandria",33.760819,-85.872008
"United States","AL","Aliceville",33.123686,-88.159364
"United States","AL","Allgood",33.907623,-86.516109
"United States","AL","Altoona",34.039204,-86.305697
"United States","AL","Andalusia",31.309436,-86.478031
"United States","AL","Anderson",34.915675,-87.274274
"United States","AL","Anniston",33.67344,-85.810918
"United States","AL","Arab",34.332387,-86.501167
"United States","AL","Ardmore",34.987838,-86.829022
"United States","AL","Argo",33.691576,-86.503766
"United States","AL","Ariton",31.597772,-85.713061
"United States","AL","Arley",34.076234,-87.217831
"United States","AL","Ashford",31.185284,-85.236236
"United States","AL","Ashland",33.269892,-85.833706
"United States","AL","Ashville",33.835197,-86.270015
"United States","AL","Athens",34.779021,-86.950799
"United States","AL","Atmore",31.127936,-87.457643
"United States","AL","Attalla",33.986189,-86.121037
"United States","AL","Auburn",32.607722,-85.489545
"United States","AL","Autaugaville",32.432563,-86.658752
"United States","AL","Avon",31.179727,-85.279211
"United States","AL","Axis",30.922563,-88.02185
"United States","AL","Babbie",31.302083,-86.319437
"United States","AL","Baileyton",34.260858,-86.608788
"United States","AL","Bakerhill",31.776923,-85.295408
"United States","AL","Ballplay",34.023046,-85.801481
"United States","AL","Banks",31.813264,-85.836434
"United States","AL","Bay Minette",30.894436,-87.791306
"United States","AL","Bayou La Batre",30.407586,-88.263271
"United States","AL","Bear Creek",34.255481,-87.713399
"United States","AL","Beatrice",31.733309,-87.209046
"United States","AL","Beaverton",33.935411,-88.021778
"United States","AL","Belgreen",34.474665,-87.861685
"United States","AL","Belk",33.651647,-87.928609
"United States","AL","Bellamy",32.463658,-88.131481
"United States","AL","Belle Fontaine",30.489492,-88.10594
"United States","AL","Benton",32.307931,-86.817546
"United States","AL","Berry",33.666702,-87.609311
"United States","AL","Bessemer",33.370789,-86.971596
"United States","AL","Billingsley",32.66522,-86.706673
"United States","AL","Birmingham",33.527444,-86.799047
"United States","AL","Black",31.010249,-85.742791
"United States","AL","Blountsville",34.075728,-86.583728
"United States","AL","Blue Ridge",32.4989,-86.182436
"United States","AL","Blue Springs",31.663516,-85.503526
"United States","AL","Boaz",34.19902,-86.155151
"United States","AL","Boligee",32.7681,-88.028579
"United States","AL","Bon Air",33.25937,-86.327148
"United States","AL","Boykin",32.068375,-87.294343
"United States","AL","Brantley",31.581992,-86.256784
"United States","AL","Brantleyville",33.219303,-86.882522
"United States","AL","Brent",32.944893,-87.172088
"United States","AL","Brewton",31.109175,-87.076583
"United States","AL","Bridgeport",34.949312,-85.723765
"United States","AL","Brighton",33.439229,-86.945385
"United States","AL","Brilliant",34.025353,-87.769145
"United States","AL","Bristow Cove",34.109216,-86.240993
"United States","AL","Brook Highland",33.442183,-86.686686
"United States","AL","Brookside",33.636966,-86.89608
"United States","AL","Brookwood",33.239844,-87.331494
"United States","AL","Broomtown",34.365728,-85.532112
"United States","AL","Brundidge",31.717639,-85.81755
"United States","AL","Bucks",31.016881,-88.026385
"United States","AL","Butler",32.095113,-88.21397
"United States","AL","Calera",33.122324,-86.745644
"United States","AL","Calvert",31.15447,-88.01046
"United States","AL","Camden",31.998493,-87.28895
"United States","AL","Camp Hill",32.797327,-85.655833
"United States","AL","Carbon Hill",33.894991,-87.522078
"United States","AL","Cardiff",33.647188,-86.930557
"United States","AL","Carlisle-Rockledge",34.114451,-86.124073
"United States","AL","Carlton",31.348571,-87.835666
"United States","AL","Carolina",31.23415,-86.521001
"United States","AL","Carrollton",33.261903,-88.095071
"United States","AL","Castleberry",31.299678,-87.029129
"United States","AL","Catherine",32.18617,-87.469978
"United States","AL","Cedar Bluff",34.221422,-85.588565
"United States","AL","Center Point",33.643903,-86.684567
"United States","AL","Centre",34.155363,-85.668842
"United States","AL","Centreville",32.958798,-87.132305
"United States","AL","Chatom",31.469145,-88.246019
"United States","AL","Chelsea",33.326887,-86.629519
"United States","AL","Cherokee",34.7577,-87.965589
"United States","AL","Chickasaw",30.77145,-88.079697
"United States","AL","Childersburg",33.291877,-86.340599
"United States","AL","Choccolocco",33.674346,-85.710918
"United States","AL","Chunchula",30.927194,-88.2082
"United States","AL","Citronelle",31.097266,-88.249839
"United States","AL","Clanton",32.841704,-86.623008
"United States","AL","Clay",33.696582,-86.608166
"United States","AL","Clayhatchee",31.236925,-85.721478
"United States","AL","Clayton",31.882414,-85.460541
"United States","AL","Cleveland",34.002179,-86.561352
"United States","AL","Clio",31.708516,-85.611039
"United States","AL","Coaling",33.169901,-87.349887
"United States","AL","Coats Bend",34.077426,-85.874184
"United States","AL","Coffee Springs",31.165836,-85.910898
"United States","AL","Coffeeville",31.766564,-88.086049
"United States","AL","Coker",33.243752,-87.681329
"United States","AL","Collinsville",34.262193,-85.867868
"United States","AL","Colony",33.941185,-86.901864
"United States","AL","Columbia",31.295351,-85.110202
"United States","AL","Columbiana",33.19145,-86.615666
"United States","AL","Concord",33.461986,-87.040435
"United States","AL","Coosada",32.495394,-86.326543
"United States","AL","Cordova",33.761292,-87.201099
"United States","AL","Cottondale",33.193047,-87.454861
"United States","AL","Cottonwood",31.054033,-85.29956
"United States","AL","County Line",33.820895,-86.71973
"United States","AL","Courtland",34.669946,-87.327892
"United States","AL","Cowarts",31.206248,-85.309769
"United States","AL","Creola",30.874343,-88.009442
"United States","AL","Crossville",34.285486,-85.998756
"United States","AL","Cuba",32.440733,-88.374798
"United States","AL","Cullman",34.179337,-86.840793
"United States","AL","Cullomburg",31.713061,-88.291774
"United States","AL","Cusseta",32.787654,-85.305748
"United States","AL","Dadeville",32.826114,-85.776201
"United States","AL","Daleville",31.291397,-85.711418
"United States","AL","Daphne",30.625545,-87.895979
"United States","AL","Dauphin Island",30.250913,-88.171268
"United States","AL","Daviston",33.056839,-85.634329
"United States","AL","Dayton",32.350958,-87.641573
"United States","AL","Deatsville",32.588972,-86.388984
"United States","AL","Decatur",34.573321,-86.992135
"United States","AL","Deer Park",31.218369,-88.328023
"United States","AL","Delta",33.440524,-85.675905
"United States","AL","Demopolis",32.499938,-87.825426
"United States","AL","Detroit",34.027379,-88.167831
"United States","AL","Dodge",34.045414,-86.88267
"United States","AL","Dora",33.729703,-87.083874
"United States","AL","Dothan",31.233698,-85.406823
"United States","AL","Double Springs",34.15134,-87.403488
"United States","AL","Douglas",34.168258,-86.323386
"United States","AL","Dozier",31.505407,-86.369235
"United States","AL","Dunnavant",33.508673,-86.529843
"United States","AL","Dutton",34.606152,-85.91185
"United States","AL","East Brewton",31.09144,-87.055345
"United States","AL","East Point",34.191023,-86.791785
"United States","AL","Eclectic",32.640179,-86.041096
"United States","AL","Edgewater",33.530099,-86.95279
"United States","AL","Edwardsville",33.88374,-85.414124
"United States","AL","Egypt",34.075931,-86.165051
"United States","AL","Elba",31.417313,-86.077189
"United States","AL","Elberta",30.373689,-87.595778
"United States","AL","Eldridge",33.922018,-87.620108
"United States","AL","Elkmont",34.932604,-86.976971
"United States","AL","Elmore",32.544337,-86.336446
"United States","AL","Emelle",32.728678,-88.316486
"United States","AL","Emerald Mountain",32.447641,-86.094618
"United States","AL","Enterprise",31.326912,-85.844077
"United States","AL","Epes",32.691249,-88.126852
"United States","AL","Ethelsville",33.414066,-88.216093
"United States","AL","Eufaula",31.910041,-85.152556
"United States","AL","Eunola",31.03139,-85.833966
"United States","AL","Eutaw",32.846247,-87.900332
"United States","AL","Eva",34.326504,-86.765318
"United States","AL","Evergreen",31.442718,-86.959904
"United States","AL","Excel",31.426386,-87.343663
"United States","AL","Fairfield",33.474704,-86.919339
"United States","AL","Fairford",31.178002,-88.072784
"United States","AL","Fairhope",30.52092,-87.879122
"United States","AL","Fairview",34.24906,-86.688834
"United States","AL","Falkville",34.377019,-86.909547
"United States","AL","Faunsdale",32.457614,-87.593789
"United States","AL","Fayette",33.694215,-87.831169
"United States","AL","Fayetteville",33.168097,-86.442774
"United States","AL","Fitzpatrick",32.210373,-85.873699
"United States","AL","Five Points",33.017311,-85.351592
"United States","AL","Flomaton",31.014816,-87.256016
"United States","AL","Florala",31.022391,-86.318152
"United States","AL","Florence",34.830323,-87.666139
"United States","AL","Foley",30.397009,-87.664211
"United States","AL","Forestdale",33.574074,-86.899918
"United States","AL","Forkland",32.647435,-87.867436
"United States","AL","Fort Deposit",31.986261,-86.566359
"United States","AL","Fort Payne",34.457329,-85.689447
"United States","AL","Fort Rucker",31.342576,-85.716072
"United States","AL","Franklin",32.455269,-85.807017
"United States","AL","Fredonia",32.973565,-85.302938
"United States","AL","Frisco",31.439485,-87.404182
"United States","AL","Fruitdale",31.34979,-88.410937
"United States","AL","Fruithurst",33.729539,-85.431249
"United States","AL","Fulton",31.790989,-87.744212
"United States","AL","Fultondale",33.617648,-86.801595
"United States","AL","Fyffe",34.449615,-85.904969
"United States","AL","Gadsden",34.009563,-86.015643
"United States","AL","Gainesville",32.814934,-88.160791
"United States","AL","Gallant",34.001318,-86.230171
"United States","AL","Gantt",31.41074,-86.483524
"United States","AL","Garden",34.015971,-86.751158
"United States","AL","Gardendale",33.676587,-86.809844
"United States","AL","Gaylesville",34.268103,-85.558468
"United States","AL","Geiger",32.868715,-88.318154
"United States","AL","Geneva",31.044886,-85.876818
"United States","AL","Georgiana",31.639134,-86.746762
"United States","AL","Geraldine",34.359087,-86.002579
"United States","AL","Gilbertown",31.875791,-88.319489
"United States","AL","Glen Allen",33.892108,-87.732682
"United States","AL","Glencoe",33.939389,-85.934313
"United States","AL","Glenwood",31.671266,-86.173687
"United States","AL","Goldville",33.084867,-85.777982
"United States","AL","Good Hope",34.109835,-86.865195
"United States","AL","Goodwater",33.060835,-86.052333
"United States","AL","Gordo",33.322286,-87.903681
"United States","AL","Gordon",31.143938,-85.093249
"United States","AL","Gordonville",32.159179,-86.704235
"United States","AL","Goshen",31.720015,-86.123245
"United States","AL","Graham",33.455191,-85.323085
"United States","AL","Grand Bay",30.472082,-88.344401
"United States","AL","Grant",34.518173,-86.26043
"United States","AL","Grayson Valley",33.647038,-86.641281
"United States","AL","Graysville",33.658258,-86.96732
"United States","AL","Greensboro",32.700968,-87.5937
"United States","AL","Greenville",31.843072,-86.636951
"United States","AL","Grimes",31.299856,-85.450292
"United States","AL","Grove Hill",31.702294,-87.773845
"United States","AL","Guin",33.982923,-87.901804
"United States","AL","Gulfcrest",30.991106,-88.242231
"United States","AL","Gulf Shores",30.273981,-87.707168
"United States","AL","Guntersville",34.367947,-86.252323
"United States","AL","Gurley",34.702471,-86.37433
"United States","AL","Gu-Win",33.944319,-87.870368
"United States","AL","Hackleburg",34.269355,-87.830402
"United States","AL","Hackneyville",33.054654,-85.934423
"United States","AL","Haleburg",31.409976,-85.138068
"United States","AL","Haleyville",34.233832,-87.617574
"United States","AL","Hamilton",34.13871,-87.970837
"United States","AL","Hammondville",34.566264,-85.640252
"United States","AL","Hanceville",34.062507,-86.762524
"United States","AL","Harpersville",33.317725,-86.428431
"United States","AL","Hartford",31.105348,-85.691225
"United States","AL","Hartselle",34.440434,-86.940364
"United States","AL","Harvest",34.85507,-86.758643
"United States","AL","Hatton",34.560671,-87.413835
"United States","AL","Hayden",33.894514,-86.744224
"United States","AL","Hayneville",32.182595,-86.578588
"United States","AL","Hazel Green",34.923656,-86.567392
"United States","AL","Headland",31.354974,-85.357031
"United States","AL","Heath",31.344839,-86.46905
"United States","AL","Heflin",33.6474,-85.569339
"United States","AL","Helena",33.285635,-86.874488
"United States","AL","Henagar",34.630641,-85.730918
"United States","AL","Highland Lake",33.894586,-86.422553
"United States","AL","Highland Lakes",33.398378,-86.651296
"United States","AL","Hillsboro",34.642586,-87.178489
"United States","AL","Hissop",32.869773,-86.123622
"United States","AL","Hobson",31.488725,-88.150928
"United States","AL","Hobson",33.618801,-85.846146
"United States","AL","Hodges",34.334246,-87.92316
"United States","AL","Hokes Bluff",33.989682,-85.862873
"United States","AL","Hollins",33.121757,-86.126967
"United States","AL","Hollis Crossroads",33.531333,-85.652862
"United States","AL","Holly Pond",34.167187,-86.611799
"United States","AL","Hollywood",34.717279,-85.965579
"United States","AL","Holt",33.229745,-87.482894
"United States","AL","Holtville",32.630299,-86.328004
"United States","AL","Homewood",33.45855,-86.80965
"United States","AL","Hoover",33.376949,-86.805579
"United States","AL","Horn Hill",31.238158,-86.325104
"United States","AL","Hueytown",33.408484,-87.01658
"United States","AL","Huguley",32.842982,-85.239366
"United States","AL","Huntsville",34.699013,-86.67298
"United States","AL","Hurtsboro",32.24009,-85.41467
"United States","AL","Hytop",34.906403,-86.085258
"United States","AL","Ider",34.702161,-85.669042
"United States","AL","Indian Springs",33.361209,-86.746856
"United States","AL","Irondale",33.539847,-86.660539
"United States","AL","Ivalee",34.0372,-86.147175
"United States","AL","Jackson",31.532321,-87.891183
"United States","AL","Jacksons' Gap",32.884019,-85.815046
"United States","AL","Jacksonville",33.809108,-85.753918
"United States","AL","Jasper",33.856035,-87.270268
"United States","AL","Jemison",32.970705,-86.73307
"United States","AL","Joppa",34.29955,-86.549946
"United States","AL","Kansas",33.902808,-87.556598
"United States","AL","Kellyton",32.979188,-86.034608
"United States","AL","Kennedy",33.580891,-87.986179
"United States","AL","Killen",34.860954,-87.529346
"United States","AL","Kimberly",33.775851,-86.797082
"United States","AL","Kinsey",31.292637,-85.3354
"United States","AL","Kinston",31.219604,-86.170075
"United States","AL","Ladonia",32.459854,-85.097139
"United States","AL","La Fayette",32.899427,-85.400795
"United States","AL","Lakeview",34.391629,-85.975704
"United States","AL","Lake View",33.281696,-87.1413
"United States","AL","Lanett",32.857873,-85.207744
"United States","AL","Langston",34.545063,-86.09335
"United States","AL","Leeds",33.546826,-86.571975
"United States","AL","Leesburg",34.178627,-85.777897
"United States","AL","Leighton",34.698625,-87.529116
"United States","AL","Leroy",31.494937,-87.972782
"United States","AL","Lester",34.982751,-87.155535
"United States","AL","Level Plains",31.30707,-85.768755
"United States","AL","Lexington",34.959351,-87.37283
"United States","AL","Libertyville",31.24398,-86.46015
"United States","AL","Lincoln",33.622176,-86.070637
"United States","AL","Linden",32.301358,-87.792564
"United States","AL","Lineville",33.312832,-85.752278
"United States","AL","Lipscomb",33.426054,-86.926026
"United States","AL","Lisman",32.171729,-88.284092
"United States","AL","Littleville",34.595132,-87.670739
"United States","AL","Livingston",32.595549,-88.186929
"United States","AL","Loachapoka",32.607946,-85.598479
"United States","AL","Lockhart",31.013011,-86.350273
"United States","AL","Locust Fork",33.876794,-86.647093
"United States","AL","Lookout Mountain",34.115916,-85.965464
"United States","AL","Louisville",31.781047,-85.558336
"United States","AL","Lowndesboro",32.276422,-86.610848
"United States","AL","Loxley",30.684588,-87.739213
"United States","AL","Luverne",31.718941,-86.269082
"United States","AL","Lynn",34.057592,-87.548639
"United States","AL","McDonald Chapel",33.518576,-86.938462
"United States","AL","Macedonia",33.403139,-88.239221
"United States","AL","McIntosh",31.264957,-88.028369
"United States","AL","McKenzie",31.54647,-86.725954
"United States","AL","McMullen",33.1481,-88.175749
"United States","AL","Madison",34.710533,-86.76228
"United States","AL","Madrid",31.035771,-85.397845
"United States","AL","Magnolia Springs",30.40341,-87.775895
"United States","AL","Malcolm",31.198697,-88.001065
"United States","AL","Malvern",31.143698,-85.522973
"United States","AL","Maplesville",32.788282,-86.876651
"United States","AL","Marbury",32.684059,-86.476141
"United States","AL","Margaret",33.67284,-86.463942
"United States","AL","Marion",32.631968,-87.317333
"United States","AL","Maytown",33.549016,-86.999872
"United States","AL","Meadowbrook",33.390614,-86.708172
"United States","AL","Megargel",31.378141,-87.430649
"United States","AL","Memphis",33.137044,-88.305942
"United States","AL","Mentone",34.563191,-85.589706
"United States","AL","Meridianville",34.874913,-86.580559
"United States","AL","Midfield",33.455197,-86.922633
"United States","AL","Midland",31.315688,-85.493684
"United States","AL","Midway",32.076373,-85.524417
"United States","AL","Mignon",33.18658,-86.256886
"United States","AL","Millbrook",32.501474,-86.373914
"United States","AL","Millerville",33.191458,-85.929828
"United States","AL","Millport",33.555935,-88.082382
"United States","AL","Millry",31.621199,-88.327956
"United States","AL","Minor",33.53895,-86.940261
"United States","AL","Mobile",30.668426,-88.100226
"United States","AL","Monroeville",31.516223,-87.327714
"United States","AL","Montevallo",33.125869,-86.846924
"United States","AL","Montgomery",32.347174,-86.266114
"United States","AL","Moody",33.603426,-86.493789
"United States","AL","Moores Mill",34.852143,-86.52038
"United States","AL","Mooresville",34.626964,-86.879997
"United States","AL","Morris",33.746735,-86.804438
"United States","AL","Morrison Crossroads",33.417996,-85.488284
"United States","AL","Mosses",32.188758,-86.679435
"United States","AL","Moulton",34.488302,-87.282707
"United States","AL","Moundville",32.996542,-87.627545
"United States","AL","Mountain Brook",33.491488,-86.73447
"United States","AL","Mount Olive",33.078474,-86.133291
"United States","AL","Mount Olive",33.677474,-86.872596
"United States","AL","Mount Vernon",31.087727,-88.013166
"United States","AL","Movico",31.062763,-88.026619
"United States","AL","Mulga",33.552891,-86.973293
"United States","AL","Munford",33.529059,-85.952543
"United States","AL","Muscle Shoals",34.742657,-87.633767
"United States","AL","Myrtlewood",32.252088,-87.949261
"United States","AL","Nanafalia",32.111393,-87.995757
"United States","AL","Nances Creek",33.85465,-85.684728
"United States","AL","Napier Field",31.314917,-85.454962
"United States","AL","Natural Bridge",34.090353,-87.601409
"United States","AL","Nauvoo",33.984386,-87.48544
"United States","AL","Nectar",33.979779,-86.620614
"United States","AL","Needham",31.987,-88.336563
"United States","AL","Newbern",32.591672,-87.535614
"United States","AL","New Brockton",31.367723,-85.92518
"United States","AL","New Hope",34.537972,-86.412372
"United States","AL","New Market",34.892335,-86.425818
"United States","AL","New Site",33.026041,-85.784536
"United States","AL","Newton",31.341229,-85.588307
"United States","AL","New Union",34.133682,-86.228002
"United States","AL","Newville",31.420604,-85.33669
"United States","AL","North Courtland",34.680046,-87.305721
"United States","AL","North Johns",33.368055,-87.100888
"United States","AL","Northport",33.257718,-87.596388
"United States","AL","Notasulga",32.555409,-85.668577
"United States","AL","Oak Grove",33.190359,-86.303727
"United States","AL","Oak Hill",31.92162,-87.085234
"United States","AL","Oakman",33.714322,-87.388699
"United States","AL","Odenville",33.700875,-86.423371
"United States","AL","Ohatchee",33.789764,-86.029055
"United States","AL","Oneonta",33.947082,-86.48951
"United States","AL","Onycha",31.225693,-86.276024
"United States","AL","Opelika",32.660739,-85.37889
"United States","AL","Opp",31.284375,-86.257442
"United States","AL","Orange Beach",30.293811,-87.58596
"United States","AL","Orrville",32.306769,-87.245447
"United States","AL","Our",32.842211,-85.967035
"United States","AL","Owens Cross Roads",34.585458,-86.455027
"United States","AL","Oxford",33.598433,-85.872336
"United States","AL","Ozark",31.451615,-85.645035
"United States","AL","Paint Rock",34.660934,-86.333952
"United States","AL","Panola",32.946819,-88.262264
"United States","AL","Parrish",33.732321,-87.280127
"United States","AL","Pelham",33.32183,-86.742197
"United States","AL","Pell",33.560776,-86.26879
"United States","AL","Pennington",32.20696,-88.055777
"United States","AL","Penton",33.009832,-85.474824
"United States","AL","Perdido Beach",30.353879,-87.504788
"United States","AL","Peterman",31.583669,-87.263042
"United States","AL","Petrey",31.85216,-86.204007
"United States","AL","Phenix",32.461669,-85.025021
"United States","AL","Phil Campbell",34.351539,-87.706319
"United States","AL","Pickensville",33.235782,-88.289443
"United States","AL","Piedmont",33.926035,-85.615442
"United States","AL","Pike Road",32.311887,-86.033007
"United States","AL","Pinckard",31.318989,-85.537836
"United States","AL","Pine Apple",31.872155,-86.989059
"United States","AL","Pine Hill",31.985884,-87.587516
"United States","AL","Pine Level",32.579542,-86.454318
"United States","AL","Pine Ridge",34.44795,-85.784018
"United States","AL","Pinson",33.703291,-86.669741
"United States","AL","Pisgah",34.684366,-85.84601
"United States","AL","Pleasant Grove",33.493605,-86.978206
"United States","AL","Pleasant Groves",34.737619,-86.197637
"United States","AL","Point Clear",30.494676,-87.909991
"United States","AL","Pollard",31.023877,-87.172978
"United States","AL","Powell",34.532534,-85.897879
"United States","AL","Prattville",32.461908,-86.457385
"United States","AL","Priceville",34.524483,-86.881676
"United States","AL","Prichard",30.773337,-88.131418
"United States","AL","Providence",32.342386,-87.776115
"United States","AL","Putnam",32.018084,-88.033057
"United States","AL","Ragland",33.748325,-86.135927
"United States","AL","Rainbow",33.928777,-86.084228
"United States","AL","Rainsville",34.494364,-85.836505
"United States","AL","Ranburne",33.525853,-85.339013
"United States","AL","Ray",32.88923,-86.024612
"United States","AL","Red Bay",34.436097,-88.136515
"United States","AL","Redland",32.481426,-86.143759
"United States","AL","Red Level",31.406711,-86.606217
"United States","AL","Redstone Arsenal",34.687763,-86.661268
"United States","AL","Reece",34.077307,-86.034461
"United States","AL","Reeltown",32.574211,-85.819562
"United States","AL","Reform",33.378214,-88.017297
"United States","AL","Rehobeth",31.124507,-85.439607
"United States","AL","Repton",31.409716,-87.238931
"United States","AL","Ridgeville",34.056929,-86.102874
"United States","AL","River Falls",31.352397,-86.544609
"United States","AL","Riverside",33.616394,-86.204357
"United States","AL","Riverview",31.061141,-87.077421
"United States","AL","Roanoke",33.145305,-85.369526
"United States","AL","Robertsdale",30.557139,-87.704723
"United States","AL","Rock Creek",33.477227,-87.081249
"United States","AL","Rockford",32.896866,-86.208345
"United States","AL","Rock Mills",33.15994,-85.28107
"United States","AL","Rockville",31.405776,-87.844212
"United States","AL","Rogersville",34.827714,-87.284092
"United States","AL","Rosa",33.992756,-86.500325
"United States","AL","Russellville",34.505737,-87.728192
"United States","AL","Rutledge",31.724072,-86.302008
"United States","AL","St. Florian",34.86698,-87.623535
"United States","AL","St. Stephens",31.571111,-88.052834
"United States","AL","Saks",33.711401,-85.853698
"United States","AL","Samson",31.112417,-86.046735
"United States","AL","Sand Rock",34.2302,-85.771561
"United States","AL","Sanford",31.29882,-86.398859
"United States","AL","Saraland",30.834851,-88.101054
"United States","AL","Sardis",34.172413,-86.119104
"United States","AL","Satsuma",30.857874,-88.063383
"United States","AL","Scottsboro",34.644641,-86.048205
"United States","AL","Section",34.581644,-85.984942
"United States","AL","Selma",32.41702,-87.035792
"United States","AL","Selmont-West Selmont",32.378249,-87.006898
"United States","AL","Semmes",30.758739,-88.223075
"United States","AL","Sheffield",34.755494,-87.701265
"United States","AL","Shelby",33.106882,-86.585403
"United States","AL","Shiloh",34.463763,-85.877994
"United States","AL","Shoal Creek",33.430763,-86.610925
"United States","AL","Shorter",32.411509,-85.972756
"United States","AL","Silas",31.767802,-88.325923
"United States","AL","Silverhill",30.544644,-87.749201
"United States","AL","Sims Chapel",31.249255,-88.142971
"United States","AL","Sipsey",33.822119,-87.082918
"United States","AL","Skyline",34.798524,-86.12243
"United States","AL","Slocomb",31.112122,-85.598663
"United States","AL","Smiths Station",32.534662,-85.111341
"United States","AL","Smoke Rise",33.879942,-86.824683
"United States","AL","Snead",34.119476,-86.389223
"United States","AL","Somerville",34.467006,-86.795843
"United States","AL","Southside",33.890841,-86.01802
"United States","AL","South Vinemont",34.233907,-86.866026
"United States","AL","Spanish Fort",30.722714,-87.865845
"United States","AL","Spring Garden",33.972965,-85.555756
"United States","AL","Springville",33.74472,-86.488817
"United States","AL","Spruce Pine",34.39287,-87.729597
"United States","AL","Standing Rock",33.08569,-85.239849
"United States","AL","Steele",33.941378,-86.192107
"United States","AL","Sterrett",33.442198,-86.461045
"United States","AL","Stevenson",34.876797,-85.81435
"United States","AL","Stewartville",33.075532,-86.260693
"United States","AL","Sulligent",33.891189,-88.126633
"United States","AL","Sumiton",33.749269,-87.046903
"United States","AL","Summerdale",30.476741,-87.687561
"United States","AL","Susan Moore",34.091999,-86.434156
"United States","AL","Sweet Water",32.104903,-87.861185
"United States","AL","Sylacauga",33.177974,-86.260238
"United States","AL","Sylvania",34.562043,-85.80472
"United States","AL","Sylvan Springs",33.528628,-87.031206
"United States","AL","Talladega",33.431757,-86.099454
"United States","AL","Talladega Springs",33.120452,-86.437761
"United States","AL","Tallassee",32.532665,-85.891993
"United States","AL","Tarrant",33.596495,-86.762522
"United States","AL","Taylor",31.168757,-85.475808
"United States","AL","Theodore",30.538686,-88.187573
"United States","AL","Thomaston",32.268277,-87.623706
"United States","AL","Thomasville",31.911088,-87.741856
"United States","AL","Thorsby",32.918209,-86.719603
"United States","AL","Tibbie",31.370471,-88.24386
"United States","AL","Tidmore Bend",34.03249,-85.925319
"United States","AL","Tillmans Corner",30.581533,-88.21278
"United States","AL","Town Creek",34.671301,-87.407763
"United States","AL","Toxey",31.910712,-88.309146
"United States","AL","Trafford",33.819484,-86.746572
"United States","AL","Triana",34.592663,-86.742875
"United States","AL","Trinity",34.597263,-87.083806
"United States","AL","Troy",31.80196,-85.96713
"United States","AL","Trussville",33.655407,-86.563109
"United States","AL","Tuscaloosa",33.234404,-87.5283
"United States","AL","Tuscumbia",34.718502,-87.702586
"United States","AL","Tuskegee",32.418209,-85.673314
"United States","AL","Twin",33.992314,-87.852295
"United States","AL","Underwood-Petersville",34.876112,-87.698157
"United States","AL","Union",32.99381,-87.907179
"United States","AL","Union Grove",34.406172,-86.451667
"United States","AL","Union Springs",32.139506,-85.714623
"United States","AL","Uniontown",32.446719,-87.48738
"United States","AL","Uriah",31.307365,-87.499213
"United States","AL","Valley",32.828953,-85.169386
"United States","AL","Valley Grande",32.486872,-87.032773
"United States","AL","Valley Head",34.556171,-85.622882
"United States","AL","Vance",33.173992,-87.226627
"United States","AL","Vandiver",33.458856,-86.529222
"United States","AL","Vernon",33.758859,-88.114379
"United States","AL","Vestavia Hills",33.462496,-86.739508
"United States","AL","Vina",34.376175,-88.060572
"United States","AL","Vincent",33.383145,-86.402544
"United States","AL","Vinegar Bend",31.259093,-88.367264
"United States","AL","Vredenburgh",31.823234,-87.318077
"United States","AL","Wadley",33.1234,-85.568592
"United States","AL","Waldo",33.387083,-86.041075
"United States","AL","Walnut Grove",34.064595,-86.28717
"United States","AL","Warrior",33.815214,-86.815273
"United States","AL","Waterloo",34.917199,-88.064373
"United States","AL","Waverly",32.730078,-85.570999
"United States","AL","Weaver",33.761854,-85.810191
"United States","AL","Webb",31.257252,-85.289817
"United States","AL","Wedowee",33.308004,-85.4865
"United States","AL","Weogufka",33.032235,-86.323775
"United States","AL","West Blocton",33.118176,-87.125225
"United States","AL","West End-Cobb",33.651453,-85.876528
"United States","AL","West Jefferson",33.648529,-87.068
"United States","AL","Westover",33.378305,-86.536849
"United States","AL","West Point",34.23873,-86.964075
"United States","AL","Wetumpka",32.540376,-86.206999
"United States","AL","Whatley",31.646343,-87.710836
"United States","AL","White Hall",32.297411,-86.715776
"United States","AL","White Plains",33.759312,-85.68847
"United States","AL","Whitesboro",34.169004,-86.058499
"United States","AL","Wilsonville",33.240752,-86.491105
"United States","AL","Wilton",33.081565,-86.879655
"United States","AL","Winfield",33.931561,-87.791874
"United States","AL","Woodland",33.375627,-85.397439
"United States","AL","Woodstock",33.217312,-87.14841
"United States","AL","Woodville",34.629576,-86.283461
"United States","AL","Yellow Bluff",31.962139,-87.48072
"United States","AL","York",32.500609,-88.291401
"United States","AK","Adak",51.840182,-176.566001
"United States","AK","Akhiok",56.948856,-154.215556
"United States","AK","Akiachak",60.916162,-161.404695
"United States","AK","Akiak",60.909982,-161.216376
"United States","AK","Akutan",54.140014,-165.762992
"United States","AK","Alakanuk",62.71116,-164.644712
"United States","AK","Alatna",66.563929,-152.838002
"United States","AK","Alcan Border",62.695606,-141.182741
"United States","AK","Aleknagik",59.288961,-158.664343
